"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14788","checkLoginWithNegativeCred","FinalSurge suite","2026-07-19","passed","2026-07-19","tests.LoginTest","Thread 1","tests.LoginTest","checkLoginWithNegativeCred"
"","9165","Creating a future workout through the dashboard","FinalSurge suite","2026-07-19","passed","2026-07-19","tests.CalendarTest","Thread 2","tests.CalendarTest","createFutureTrainingFromDashboardPage"
"","30611","Editing a workout","FinalSurge suite","2026-07-19","passed","2026-07-19","tests.CalendarTest","Thread 2","tests.CalendarTest","editWorkout"
"","10831","Correct logout","FinalSurge suite","2026-07-19","passed","2026-07-19","tests.LogoutTest","Thread 2","tests.LogoutTest","positiveLogoutTest"
"","1231","checkLoginWithNegativeCred","FinalSurge suite","2026-07-19","passed","2026-07-19","tests.LoginTest","Thread 1","tests.LoginTest","checkLoginWithNegativeCred"
"","9825","Creating a past workout through the dashboard","FinalSurge suite","2026-07-19","passed","2026-07-19","tests.CalendarTest","Thread 2","tests.CalendarTest","createPastTrainingFromDashboardPage"
"","20844","Adding a workout via 'Full Add' button","FinalSurge suite","2026-07-19","passed","2026-07-19","tests.CalendarTest","Thread 2","tests.CalendarTest","addFullFromCalendar"
"","1226","checkLoginWithNegativeCred","FinalSurge suite","2026-07-19","passed","2026-07-19","tests.LoginTest","Thread 1","tests.LoginTest","checkLoginWithNegativeCred"
"","20126","Negative check for adding a workout","FinalSurge suite","2026-07-19","passed","2026-07-19","tests.CalendarTest","Thread 2","tests.CalendarTest","negativeAddQuickWorkout"
"","5648","Quickly add a workout using the button","FinalSurge suite","2026-07-19","passed","2026-07-19","tests.CalendarTest","Thread 2","tests.CalendarTest","positiveAddQuickWorkOutForTodayByButton"
"","27768","Remove past workout through the dashboard","FinalSurge suite","2026-07-19","passed","2026-07-19","tests.CalendarTest","Thread 2","tests.CalendarTest","removePastTrainingFromDashboardPage"
"","1333","checkLoginWithNegativeCred","FinalSurge suite","2026-07-19","passed","2026-07-19","tests.LoginTest","Thread 1","tests.LoginTest","checkLoginWithNegativeCred"
